file,line_facs,left,right,form,score,source,model,decided_on,note
ONB_wsb_19170804.xml,facs_11_tr_1779048976_tl_14,nach,dem,split,-10.37,llm,google/gemma-4-31b,2026-08-31,"Hier handelt es sich um die Präposition 'nach' gefolgt vom Artikel 'dem' in der Konstruktion 'Witwe nach dem [Name]', nicht um die Konjunktion 'nachdem'."
ONB_wsb_19170811.xml,facs_10_tr_1779048945_tl_1,nach,dem,split,-11.43,llm,google/gemma-4-31b,2026-08-31,"Präposition 'nach' gefolgt vom Artikel 'dem' in der Konstruktion 'Witwe nach dem [Name/Person]', analog zum Beispiel in den Grundsätzen."
ONB_wsb_19170818.xml,facs_12_tr_1779048925_tl_3,Inf,Brig,hyphen,+6.52,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um die Abkürzung des Kompositums 'Infanteriebrigade'. In der militärischen Terminologie dieser Zeit werden solche zusammengesetzten Abkürzungen üblicherweise mit einem Bindestrich verbunden.
ONB_wsb_19170818.xml,facs_6_tr_1779048945_tl_9,Fours,Walderode,hyphen,-12.83,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen typischen Doppelnamen des Adels (geborene Gräfin), die im frühen 20. Jahrhundert in der Regel mit einem Bindestrich gekoppelt wurden."
ONB_wsb_19170825.xml,facs_10_tr_1779048913_tl_13,Maria,Schul,split,-17.08,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um den Eigennamen des adeligen Damenstifts in Brünn (Stift Maria Schul), der historisch als zwei Wörter geschrieben wird."
ONB_wsb_19170825.xml,facs_11_tr_1779048902_tl_17,wie,der,join,+3.71,llm,google/gemma-4-31b,2026-08-31,Das Wort 'wieder' ist hier als Adverb im Sinne von 'erneut' syntaktisch zwingend; die Trennung in 'wie der' ergibt keinen Sinn.
ONB_wsb_19170825.xml,facs_12_tr_1779048891_tl_1,bei,den,split,-13.05,llm,google/gemma-4-31b,2026-08-31,"Syntax: Präposition 'bei' gefolgt vom bestimmten Artikel 'den' im Plural, passend zum Bezugswort 'Werten'."
ONB_wsb_19170825.xml,facs_5_tr_1779048918_tl_3,Sekt,Chefs,hyphen,+3.13,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um die Bezeichnung 'Sektionschefs' (Beamtenrang im österreichischen Ministerium), hier abgekürzt als 'Sekt.-Chefs'. Die Zusammensetzung aus einer Abkürzung und einem Wortteil erfordert im Deutschen den Bindestrich."
ONB_wsb_19170825.xml,facs_8_tr_1779048901_tl_4,Maria,Schul,split,-17.08,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um den Eigennamen des Damenstifts in Brünn (Stift Maria Schul), bei dem die Getrenntschreibung der Standard ist."
ONB_wsb_19170901.xml,facs_11_r_5_tl_5,Anna,Maria,split,-13.20,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um einen klassischen Doppelvornamen im Kontext einer Personenbezeichnung (Frau Anna Maria geb. Hartmann).
ONB_wsb_19170901.xml,facs_4_tr_1779048914_tl_2,Grand,Hotel,split,-1.04,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um die Bezeichnung eines Hotels; im frühen 20. Jahrhundert ist die Getrenntschreibung für diesen englischen Lehnbezeichnung („Grand Hotel“) üblich.
ONB_wsb_19170901.xml,facs_7_l_14,Franz,Josef,split,-8.79,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen Vornamen (Prinz Franz Josef), der im frühen 20. Jahrhundert üblicherweise getrennt geschrieben wurde."
ONB_wsb_19170908.xml,facs_10_tr_1779048865_tl_1,nach,dem,split,-9.85,llm,google/gemma-4-31b,2026-08-31,"„nach“ fungiert hier als Präposition in der Konstruktion „Witwe nach jemandem“, gefolgt vom Artikel „dem“."
ONB_wsb_19170908.xml,facs_3_tr_1779048854_tl_5,Botschafter,in,split,-8.99,llm,google/gemma-4-31b,2026-08-31,"Syntax: 'Botschafter in Konstantinopel' beschreibt die Funktion und den Ort; zudem ist der genannte Markgraf Pallavicini männlich, was die Form 'Botschafterin' ausschließt."
ONB_wsb_19170908.xml,facs_4_tr_1779048855_tl_2,Franz,Josef,split,-14.28,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um den Vornamen eines Prinzen; die Getrenntschreibung von Doppelvornamen ist hier die standardsprachliche Form.
ONB_wsb_19170908.xml,facs_5_tr_1779048861_tl_6,so,wie,join,+7.03,llm,google/gemma-4-31b,2026-08-31,"„Sowie“ fungiert hier als koordinierende Konjunktion im Sinne von „und auch“, um die Leibgarde-Reitereskadron und den Rittmeister in einer Aufzählung zu verbinden."
ONB_wsb_19170908.xml,facs_8_tr_1779048850_tl_2,nach,dem,join,+1.25,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um die Konjunktion „nachdem“, die einen Nebensatz einleitet (Subjekt „Er“ folgt direkt), nicht um eine Präposition mit Artikel."
ONB_wsb_19170915.xml,facs_2_tr_1779048854_tl_6,Botschafter,in,split,-8.73,llm,google/gemma-4-31b,2026-08-31,"Syntax: 'Botschafter in Berlin' beschreibt die Funktion und den Ort; zudem ist die Person (Prinz Hohenlohe-Schillingsfürst) männlich, was 'Botschafterin' ausschließt."
ONB_wsb_19170915.xml,facs_7_tr_1779048845_tl_9,Inf,Brig,split,+2.77,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um die militärische Bezeichnung 'Infanterie-Brigade', wobei die Abkürzungen 'Inf.' und 'Brig.' in dieser Zeit üblicherweise getrennt geschrieben wurden. [Antwort 'period/split': identische Schreibweise, als split verbucht]"
ONB_wsb_19170922.xml,facs_3_tr_1779048823_tl_6,Botschafter,in,split,-8.73,llm,google/gemma-4-31b,2026-08-31,"Syntax: 'in Berlin' ist eine lokale Bestimmung (Präposition + Ort), die den Botschafter näher bestimmt."
ONB_wsb_19170922.xml,facs_5_tr_1779048816_tl_3,wie,der,join,+17.30,llm,google/gemma-4-31b,2026-08-31,"Der Kontext deutet auf eine Ortsveränderung hin (von Benbach am Attersee wieder nach Wien), was die Lesart 'wieder' syntaktisch plausibel macht."
ONB_wsb_19170929.xml,facs_10_tr_1779048822_tl_1,bei,den,split,-15.38,llm,google/gemma-4-31b,2026-08-31,"Syntax: Es handelt sich hier um eine präpositionale Bestimmung („bei den Fußtruppen“), was in militärischen Verzeichnissen oder Beschreibungen von Titeln und Funktionen die Standardformulierung ist."
ONB_wsb_19170929.xml,facs_10_tr_1779048828_tl_25,bei,der,split,-14.19,llm,google/gemma-4-31b,2026-08-31,"Syntax: Präposition 'bei' mit Artikel 'der' vor dem Substantiv 'Artillerie', um die Einheit/Zugehörigkeit anzugeben."
ONB_wsb_19170929.xml,facs_3_tr_1779048815_tl_5,nach,dem,split,-7.86,llm,google/gemma-4-31b,2026-08-31,"Hier liegt eine Präposition mit Artikel vor ('nach dem Schaden'), nicht die Konjunktion 'nachdem', da ein Nominalgefüge folgt."
ONB_wsb_19171013.xml,facs_10_tr_1779048772_tl_6,so,wie,join,+7.03,llm,google/gemma-4-31b,2026-08-31,"Hier wird 'sowie' als koordinierende Konjunktion ('sowie auch') verwendet, um eine weitere Person (des Oblt. im Genitiv) an eine vorangegangene Aufzählung anzuschließen."
ONB_wsb_19171013.xml,facs_2_tr_1779048782_tl_5,zu,führen,split,+0.76,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um einen Infinitiv mit 'zu' ('zu führen'); die Präpositionalphrase 'für die Frontsoldaten' schließt das Verb 'zuführen' in diesem Kontext syntaktisch aus.
ONB_wsb_19171013.xml,facs_3_tr_1779048773_tl_4,Maria,Theresia,split,-9.80,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen klassischen Doppelnamen, der im Deutschen dieser Zeit üblicherweise getrennt geschrieben wird."
ONB_wsb_19171013.xml,facs_3_tr_1779048800_tl_11,in,dem,split,-13.67,llm,google/gemma-4-31b,2026-08-31,"Hier liegt eine Präposition ('in') und ein Artikel ('dem') vor, die gemeinsam das Objekt 'begleitenden Texte' einleiten; eine Konjunktion ('indem') wäre syntaktisch nicht möglich."
ONB_wsb_19171013.xml,facs_6_tr_1779048785_tl_7,nach,dem,join,+1.25,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine temporale Konjunktion, die einen Nebensatz einleitet („nachdem Er im Sanatorium [war/befand]“). Eine Getrenntschreibung wäre nur bei einem folgenden Nomen (Präposition + Artikel) möglich."
ONB_wsb_19171013.xml,facs_9_tr_1779048779_tl_1,Maria,Theresia,split,-16.92,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um zwei Vornamen einer Person (Gräfin Maria Theresia), die im Deutschen getrennt geschrieben werden."
ONB_wsb_19171020.xml,facs_9_r_tl_1,Maria,Theresia,split,-8.38,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um den Vornamen der Herzogin; die Getrenntschreibung von Vor- und Zweitnamen ist hier syntaktisch korrekt.
ONB_wsb_19171027.xml,facs_3_r_1_tl_2,nach,dem,split,-8.46,llm,google/gemma-4-31b,2026-08-31,"Hier liegt eine Präposition gefolgt von einem Artikel und einem Substantiv vor ('nach dem Diner'), nicht die Konjunktion 'nachdem'."
ONB_wsb_19171027.xml,facs_5_tr_1779048742_tl_2,in,dessen,split,-7.25,llm,google/gemma-4-31b,2026-08-31,"Syntax: Präposition 'in' gefolgt vom Relativpronomen 'dessen', bezogen auf das Grödner Tal."
ONB_wsb_19171104.xml,facs_10_tr_1779048728_tl_1,nach,dem,split,-15.74,llm,google/gemma-4-31b,2026-08-31,"Hier handelt es sich um die Präposition 'nach' gefolgt vom Artikel 'dem', die zusammen mit dem folgenden Substantiv ('sächs Hptm') eine präpositionale Ergänzung zu 'Witwe' bilden."
ONB_wsb_19171104.xml,facs_2_tr_1779048733_tl_4,so,wie,join,+5.71,llm,google/gemma-4-31b,2026-08-31,"Hier wird 'sowie' als additive Konjunktion (im Sinne von 'und auch') verwendet, um Personen aufzuzählen."
ONB_wsb_19171104.xml,facs_3_tr_1779048723_tl_3,nach,dem,join,-0.32,llm,google/gemma-4-31b,2026-08-31,"Syntaxanalyse: 'nachdem' leitet hier einen Temporalsatz ein ('nachdem das Abschiedsgesuch des...'), während eine Getrenntschreibung ('an nach dem') syntaktisch im Deutschen nicht möglich ist. Das vorangestellte 'an' gehört zum Ende des Hauptsatzes (z. B. 'richtete er sich an...')."
ONB_wsb_19171104.xml,facs_8_tr_1779048714_tl_9,bei,der,split,-16.07,llm,google/gemma-4-31b,2026-08-31,"Syntaktisch handelt es sich um die Kombination aus Präposition „bei“ und dem Artikel „der“, die den Bezug zur folgenden Institution (k u k ...) herstellt."
ONB_wsb_19171104.xml,facs_9_tr_1779048715_tl_2,in,dessen,split,-7.46,llm,google/gemma-4-31b,2026-08-31,"Syntaktisch handelt es sich um eine Präposition ('in') gefolgt von einem Genitivattribut ('dessen Hauskapelle'), das sich auf Kardinal Dr. Piffl bezieht."
ONB_wsb_19171104.xml,facs_9_tr_1779048724_tl_1,Botschafter,in,split,-9.52,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um die Kombination aus Substantiv und einer lokalen Präpositionalphrase ('in Wien'), zudem bezieht sich der Text auf eine männliche Person (Botho Grafen)."
ONB_wsb_19171110.xml,facs_10_tr_1779048702_tl_10,nach,dem,split,-11.43,llm,google/gemma-4-31b,2026-08-31,"Hier handelt es sich um die Präposition 'nach' in Verbindung mit dem Artikel 'dem' im Sinne von 'Witwe nach jemandem', analog zum Beispiel in den Grundsätzen."
ONB_wsb_19171110.xml,facs_11_tr_1779048714_tl_5,bei,der,split,-3.08,llm,google/gemma-4-31b,2026-08-31,"Syntax: Präposition 'bei' gefolgt vom Artikel 'der', bezogen auf die Einheit (ZtrlTransport)."
ONB_wsb_19171110.xml,facs_12_tr_1779048700_tl_12,in,dem,split,-8.63,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um die präpositionale Wendung 'in dem Maße' (Präposition + Artikel), nicht um die Konjunktion 'indem'."
ONB_wsb_19171110.xml,facs_7_tr_1779048695_tl_8,bei,den,split,-4.91,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine Präposition („bei“) gefolgt von einem Artikel („den“), die zusammen das Objekt der Orts- oder Gesellschaftsbestimmung bilden („bei den Helden zu erscheinen“). Eine Zusammenschreibung zu „beiden“ wäre syntaktisch an dieser Stelle nicht korrekt."
ONB_wsb_19171118.xml,facs_10_tr_1779048684_tl_5,so,wie,join,+9.45,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine Aufzählung von Personen, bei der 'sowie' als koordinierende Konjunktion ('und auch') fungiert."
ONB_wsb_19171118.xml,facs_11_tr_1779048676_tl_17,wie,der,split,-2.30,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen Vergleich ('ebenso jäh wie'), gefolgt vom Artikel 'der' des Subjekts 'Kurssturz'."
ONB_wsb_19171118.xml,facs_3_l,hier,auf,join,+1.30,llm,google/gemma-4-31b,2026-08-31,Das Wort 'hierauf' fungiert als Konjunktionaladverb im Sinne von 'daraufhin' und leitet die folgende Handlung ein; eine Getrenntschreibung ('hier auf') würde ein nachfolgendes Objekt erfordern.
ONB_wsb_19171118.xml,facs_5_tr_1779048672_tl_8,bei,der,split,-17.07,llm,google/gemma-4-31b,2026-08-31,"Syntaktisch handelt es sich um eine Präposition ('bei') gefolgt von einem Artikel ('der'), die den Ort der Operationen beschreiben; 'beider' würde grammatikalisch einen Plural erfordern."
ONB_wsb_19171124.xml,facs_12_tr_1779048662_tl_11,so,viel,split,-2.96,llm,google/gemma-4-31b,2026-08-31,"Teil der Vergleichskonstruktion „so viel wie möglich“, in der „so“ als Gradpartikel vor dem Indefinitpronomen „viel“ steht."
ONB_wsb_19171124.xml,facs_3_tr_1779048653_tl_10,Maria,Theresia,split,-6.50,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine Aufzählung von Namen (Alice, Franziska, Ludo). „Maria Theresia“ ist im österreichischen Kontext ein sehr häufiger Doppelname und wird hier als eine Person in der Liste geführt."
ONB_wsb_19171124.xml,facs_3_tr_1779048653_tl_5,Marie,Therese,split,-14.75,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen Doppelnamen einer Person (Königin), der im Deutschen üblicherweise getrennt geschrieben wird."
ONB_wsb_19171124.xml,facs_4_tr_1779048667_tl_6,Grand,Hotel,split,-9.25,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um die Bezeichnung eines Hotels; die Getrenntschreibung ist hier die standardsprachliche Form.
ONB_wsb_19171208.xml,facs_4_tr_1779048614_tl_1,bei,der,split,-10.74,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um die Einleitung eines Relativsatzes (Präposition 'bei' + Relativpronomen 'der'), der sich auf 'Feier' bezieht."
ONB_wsb_19171208.xml,facs_9_l_2,bei,den,split,+0.78,llm,google/gemma-4-31b,2026-08-31,Syntax: Präposition 'bei' gefolgt vom Artikel 'den' vor der Bezeichnung einer Einheit ('Luftfahrtrpn').
ONB_wsb_19171215.xml,facs_2_tr_1779048624_tl_11,Schw,AO,split,+15.82,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine Aufzählung von Orden; 'Schw.' ist die Abkürzung für das Adjektiv 'schwedischen' und 'AO.' für den Namen des Ordens, daher ist eine Getrenntschreibung syntaktisch korrekt. [Antwort 'period/split': identische Schreibweise, als split verbucht]"
ONB_wsb_19171222.xml,facs_2_tr_1775410539_tl_7,Schw,AO,split,+15.82,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um die Abkürzung eines Adjektivs (Schw. für schwedisch) und eines Nomens (AO. für einen Orden), die syntaktisch getrennt stehen müssen. [Antwort 'period/split': identische Schreibweise, als split verbucht]"
ONB_wsb_19171222.xml,facs_7_tr_1775410523_tl_2,nach,dem,split,-15.59,llm,google/gemma-4-31b,2026-08-31,Hier handelt es sich um die Präposition 'nach' in Verbindung mit dem Artikel 'dem' im Ausdruck 'Witwe nach jemandem'.
ONB_wsb_19171222.xml,facs_8_tr_1775410536_tl_7,Sekt,Chefs,split,+2.50,llm,google/gemma-4-31b,2026-08-31,"„Sekt.“ ist die zeitgenössische Abkürzung für „Sektions-“. In Verbindung mit „Chefs“ (Genitiv) ergibt sich der Titel „Sektionschef“. Die Abkürzung wird hier als separates Wort vor dem Substantiv geführt. [Antwort 'period/split': identische Schreibweise, als split verbucht]"
ONB_wsb_19171222.xml,facs_8_tr_1775410543_tl_4,bei,der,split,-9.35,llm,google/gemma-4-31b,2026-08-31,Syntax: 'bei der Krönung' ist eine präpositionale Bestimmung (Ort/Zeitpunkt); die Zusammenschreibung 'beider' ergibt grammatikalisch vor dem Singularwort 'Krönung' keinen Sinn.
ONB_wsb_19171222.xml,facs_9_r_tl_12,wie,der,join,+1.24,llm,google/gemma-4-31b,2026-08-31,Die Symmetrie von 'jung' und 'alt' in Verbindung mit dem Verb 'werden' macht das Adverb 'wieder' (jung und wieder alt werden) syntaktisch zwingend; eine Trennung ('wie der') ergäbe keinen grammatikalischen Sinn.
ONB_wsb_19171222.xml,facs_9_r_tl_13,werden,den,join,-6.69,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um das Partizip I 'werdend' in der Form 'alt werdenden', welches als Attribut vor dem Substantiv 'Königs' steht."
ONB_wsb_19171230.xml,facs_10_tr_1779049540_tl_4,bei,der,split,-10.34,llm,google/gemma-4-31b,2026-08-31,Syntax: Präposition 'bei' gefolgt vom Artikel 'der' vor dem Substantiv (Abkürzung) 'MilVerw' (Militärverwaltung).
ONB_wsb_19171230.xml,facs_6_tr_1779049534_tl_6,Marie,Louise,split,-11.01,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen klassischen Doppelvornamen (Marie Louise), analog zu Maria Gabriele."
ONB_wsb_19171230.xml,facs_8_tr_1779049541_tl_4,Sekt,Chef,hyphen,+1.87,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um den Titel „Sektionschef“. Bei der Abkürzung eines Wortteils in einem zusammengesetzten Substantiv (Kompositum) ist im Deutschen die Setzung eines Bindestrichs (Kopplungsbindestrich) nach dem Abkürzungspunkt orthographisch korrekt.
ONB_wsb_19171230.xml,facs_8_tr_1779049550_tl_2,in,dem,split,-13.86,llm,google/gemma-4-31b,2026-08-31,Syntax: Präposition 'in' gefolgt vom Artikel 'dem' und einer Nominalphrase ('begleitenden Texte'). Eine Konjunktion 'indem' ist hier grammatikalisch ausgeschlossen.
ONB_wsb_19180105.xml,facs_4_tr_1769552904_tl_5,Außer,dem,join,+10.51,llm,google/gemma-4-31b,2026-08-31,"Das Wort steht am Anfang eines neuen Satzes und fungiert als Konjunktionaladverb ('Zudem'), was syntaktisch die plausibelste Lösung ist."
ONB_wsb_19180112.xml,facs_14_l_3,Maria,Theresia,split,-10.59,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen Personennamen (Vorname und Zweitname/Name), der im Deutschen üblicherweise getrennt geschrieben wird."
ONB_wsb_19180112.xml,facs_4_tr_1769552950_tl_9,in,dem,split,-6.40,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine Präposition mit einem Relativpronomen, das sich auf den Ort 'Wien-Baumgarten' bezieht."
ONB_wsb_19180112.xml,facs_5_l_2,bei,den,split,-4.06,llm,google/gemma-4-31b,2026-08-31,Syntaktisch korrekt als Präposition 'bei' und Artikel 'den' im Ausdruck 'sich bei den Händen fassen'; eine Zusammenschreibung zu 'beiden' würde eine Präposition wie 'mit' erfordern.
ONB_wsb_19180119.xml,facs_7_tr_1769552973_tl_6,bei,den,split,-10.28,llm,google/gemma-4-31b,2026-08-31,Syntax: Präposition 'bei' gefolgt vom Artikel 'den' und dem Substantiv 'Schotten' (lokale Angabe in Wien).
ONB_wsb_19180119.xml,facs_7_tr_1769552977_tl_10,Maria,Schul,split,-17.08,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um den Eigennamen eines Damenstifts in Brünn; die Getrenntschreibung von Vorname und Bezeichner ist hier syntaktisch korrekt.
ONB_wsb_19180119.xml,facs_9_r_7_tl_22,Franz,Xaver,split,-8.61,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine Aufzählung von Vornamen (Anton Carl Franz Xaver Leopold), die im Deutschen getrennt geschrieben werden."
ONB_wsb_19180119.xml,facs_9_r_7_tl_3,Franz,Xaver,split,-10.52,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen klassischen Doppelvornamen, der in dieser Zeit üblicherweise getrennt geschrieben wurde."
ONB_wsb_19180126.xml,facs_11_tr_1769553005_tl_7,nach,dem,split,-9.90,llm,google/gemma-4-31b,2026-08-31,"Hier liegt eine Präposition mit Artikel vor einem Substantiv ('dem Kriege') vor, nicht eine Konjunktion."
ONB_wsb_19180126.xml,facs_3_tr_1769553002_tl_8,nach,dem,split,-13.40,llm,google/gemma-4-31b,2026-08-31,"Hier liegt die Kombination aus Präposition 'nach' und dem bestimmten Artikel 'dem' vor, die sich auf das Substantiv 'Datum' bezieht."
ONB_wsb_19180126.xml,facs_3_tr_1769553009_tl_12,zu,kommen,join,-0.36,llm,google/gemma-4-31b,2026-08-31,Das Verb 'zukommen' im Sinne von 'jemandem zufließen/gelangen' ist hier die einzig plausible syntaktische Ergänzung zu den Spenden.
ONB_wsb_19180202.xml,facs_10_tr_1769553031_tl_1,nach,dem,split,-11.43,llm,google/gemma-4-31b,2026-08-31,"Hier handelt es sich um die Präposition 'nach' gefolgt vom Artikel 'dem' in der Konstruktion 'Witwe nach dem...', nicht um die Konjunktion 'nachdem'."
ONB_wsb_19180202.xml,facs_11_tr_1769553027_tl_8,bei,der,split,-3.08,llm,google/gemma-4-31b,2026-08-31,"Syntax: Präposition 'bei' gefolgt vom Artikel 'der', die sich auf eine militärische Einheit (25 InfTrpDion Dr) bezieht."
ONB_wsb_19180202.xml,facs_2_tr_1769553034_tl_6,so,wie,join,+4.79,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine additive Konjunktion ('as well as'), die in diesem Kontext (Aufzählung von Personen/Titeln) im frühen 20. Jahrhundert üblicherweise zusammengeschrieben wurde."
ONB_wsb_19180202.xml,facs_4_tr_1769553031_tl_2,Statthalter,in,split,-15.46,llm,google/gemma-4-31b,2026-08-31,"Syntax: 'in' ist hier eine Präposition, die den Ort ('Galizien') einleitet; zudem bezieht sich der Titel auf einen Grafen, was die weibliche Form 'Statthalterin' ausschließt."
ONB_wsb_19180202.xml,facs_6_tr_1769553035_tl_2,Sekt,Chefs,split,+2.50,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um den Titel „Sektionschef“ im Genitiv Singular („des Sekt. Chefs“). Die Abkürzung „Sekt.“ für „Sektions-“ wird hier mit einem Punkt und einem Leerzeichen vor dem Hauptwort gesetzt, was der zeittypischen Schreibweise von abgekürzten Zusammensetzungen entspricht. [Antwort 'period/split': identische Schreibweise, als split verbucht]"
ONB_wsb_19180216.xml,facs_10_tr_1769553101_tl_9,zu,kommen,join,-0.36,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um das Verb 'zukommen' im Sinne von 'zukommen lassen' (übermitteln), was in diesem Kontext einer Depesche die einzig plausible syntaktische Konstruktion ist."
ONB_wsb_19180216.xml,facs_7_tr_1769553106_tl_21,Schw,AO,hyphen,+13.54,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um die Abkürzung für den 'Schwarzen Adler-Orden' (Schw.-AO.), analog zum folgenden 'Haus-O' (Haus-Orden)."
ONB_wsb_19180216.xml,facs_8_l_1,Statthalter,in,split,-15.46,llm,google/gemma-4-31b,2026-08-31,Syntax: 'in Galizien' ist eine lokale Bestimmung; zudem widerspricht die weibliche Form 'Statthalterin' dem folgenden Maskulinum 'GenObersten Grafen'.
ONB_wsb_19180216.xml,facs_8_tr_1769553094_tl_2,nach,dem,split,-11.43,llm,google/gemma-4-31b,2026-08-31,"Hier handelt es sich um die Präposition 'nach' gefolgt vom Artikel 'dem' in der Konstruktion 'Witwe nach dem...', analog zum Beispiel im Prompt."
ONB_wsb_19180223.xml,facs_11_r_1_tl_21,bei,der,split,-9.17,llm,google/gemma-4-31b,2026-08-31,Syntax: Präposition 'bei' gefolgt vom Artikel 'der' vor dem Substantiv 'Botschaft'.
ONB_wsb_19180223.xml,facs_11_tr_1769553130_tl_11,zu,geben,split,-8.46,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um die Infinitivkonstruktion 'Ausdruck zu geben' (etwas zum Ausdruck bringen), nicht um das Verb 'zugeben' im Sinne von einräumen."
ONB_wsb_19180223.xml,facs_7_r_7_tl_14,Franz,Anton,split,-6.68,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen typischen Doppelnamen (Vorname), der im österreichischen Kontext dieser Zeit üblicherweise getrennt geschrieben wird."
ONB_wsb_19180223.xml,facs_7_tr_1769553133_tl_26,Maria,Theresia,split,-14.41,llm,google/gemma-4-31b,2026-08-31,Es handelt sich um den Doppelnamen einer Person (Erzherzogin Maria Theresia) in einer Aufzählung von Personen.
ONB_wsb_19180302.xml,facs_7_r_tl_8,so,wie,split,+6.93,llm,google/gemma-4-31b,2026-08-31,"Syntaktisch ist eine Zusammenschreibung zu „sowie“ (im Sinne von „und“ oder „ebenso wie“) unmöglich, da man einen Ort nicht mit einer Person vermählen kann. Es handelt sich hier um eine vergleichende oder modale Konstruktion („so wie“), vermutlich in einem elliptischen Satzgefüge."
ONB_wsb_19180302.xml,facs_9_tr_1769553161_tl_3,Sekt,Chefs,split,-0.50,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine Titelbezeichnung in einer administrativen Aufzählung (Organisation -> Rang -> Name). 'Sekt.' ist die gängige Abkürzung für 'Sektion' bzw. 'Sektions-'. In Verbindung mit dem Rang 'Chef' wird dies im frühen 20. Jahrhundert entweder als Kompositum (Sektionschef) oder, bei Verwendung der Abkürzung, meist getrennt geschrieben. [Antwort 'period/split': identische Schreibweise, als split verbucht]"
ONB_wsb_19180309.xml,facs_10_tr_1769553185_tl_3,nach,dem,split,-11.43,llm,google/gemma-4-31b,2026-08-31,"Hier handelt es sich um die Präposition 'nach' gefolgt vom Artikel 'dem' in der Konstruktion 'Witwe nach dem...', analog zum Beispiel im Prompt."
ONB_wsb_19180316.xml,facs_4_tr_1769553230_tl_4,Marie,Therese,split,-1.44,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um eine Aufzählung von Namen; 'Marie Therese' ist ein typischer Doppelname in diesem Kontext (Habsburger Erzherzoginnen), der zeitgenössisch oft ohne Bindestrich geschrieben wurde."
ONB_wsb_19180316.xml,facs_7_tr_1769553242_tl_5,wie,der,join,+14.77,llm,google/gemma-4-31b,2026-08-31,Syntaktisch ergibt nur das Wort „wieder“ im Kontext einer Ortsbewegung („heim in Württemberg wieder nach Linz-Freinberg“) Sinn; eine Trennung in „wie der“ ist grammatikalisch nicht plausibel.
ONB_wsb_19180323.xml,facs_10_tr_1769553262_tl_1,Sekt,Chef,split,-4.60,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um die im österreichischen Verwaltungsdeutsch übliche Abkürzung für 'Sektionschef' (Sekt. Chef), wobei der Punkt die Abkürzung markiert und ein Leerzeichen folgt. [Antwort 'period/split': identische Schreibweise, als split verbucht]"
ONB_wsb_19180330.xml,facs_4_r_10_tl_2,bei,der,split,-16.71,llm,google/gemma-4-31b,2026-08-31,Syntax: Präposition 'bei' gefolgt vom Artikel 'der' vor dem Substantiv 'Botschaft'.
ONB_wsb_19180406.xml,facs_3_tr_1769553324_tl_1,Marie,Therese,split,-15.77,llm,google/gemma-4-31b,2026-08-31,"Es handelt sich um einen Doppelnamen einer Person (Erzherzogin), der im frühen 20. Jahrhundert üblicherweise getrennt geschrieben wurde."
