Kriegswitwenn;Kriegswitwen
Krma;Irma
Krätkf;Krátký
ResSpit. 44;ResSpit. 4/4
1915116;1915/16
Kré;Krč
Kysperk;Kyšperk
Kálmán;Kalman
Kälnoky;Kálnoky
Käszon;Kászon
Käszoni;Kászoni
Laban;Lábán
Lanckoronsk;Lanckorońsk
»Hotel Kaiserin Elisabeth ;»Hotel Kaiserin Elisabeth« 
Kriegs dekoration;Kriegsdekoration
JB. 163;JB. 1/63
Feldspitale Nr. 94;Feldspitale Nr. 9/4
Lanckoronski;Lanckoroński
Lankáss;Lankás
Lauin;Laučin
Hedde Rodes;Hedde Rode's
Medschidiéh;Medschidiëh
Laèr;Laër
Erste Hofm;Erste OHofm
Lažansky;Lažanský
Rozwadow;Rožwadow
sicherrn;sichern
Szidi¬;Szidi
Lefévre;Lefèvre
»Vesuve;»Vesuv«
Tihovac;Tihovać
»Almanach de Gotha,;»Almanach de Gotha«,
Legate;LegRate
Arpád;Árpád
»Hotel National ;»Hotel National« 
Lequeitig;Lequeitio
Bosnisch-Petrova.;Bosnisch-Petrovać.
Metković;Metkovič
»Villa Dachstein,;»Villa Dachstein«,
»Schloß Windsor.;»Schloß Windsor«.
»Villa Wald-Idylle.;»Villa Wald-Idylle«.
 Villa Danzer«; »Villa Danzer«
Peternel;Peternèl
ÖÖst;OÖst
»Weißen Löwen« ;»Weißen Löwen« 
 Drei Lilien«; »Drei Lilien«
 Rheingold«; »Rheingold«
 Palladio¬; »Palladio«
LerRates;LegRates
»Villa Prand ;»Villa Prand« 
Josippovich;Josipovich
»Hotel Klinger ;»Hotel Klinger« 
Kab. Dir;Kab.-Dir
Les Frenes;Les Frênes
Genhefarzt;GenChefarzt
Les Frénes;Les Frênes
Litié;Litič
TR.;TJR.
TKR.;TKJR.
ReslägBat;ResJägBat
 Savoy Westend-Hotel«; »Savoy Westend-Hotel«
Litić;Litič
Lnáre;Lnáře
Lnäre;Lnáře
 Sanssouci«; »Sanssouci«
Lor Marie;Lori Marie
Unterberkowic;Unterbeřkowic
Schloß Roster;Schloß Rosteř
Achilleion;Achilleïon
 1 la ; à la 
becasses;bécasses
Bezdékau;Bezděkau
Lubicz-Lugowska;Lubicz-Ługowska
Lubienska;Lubieńska
Lätal;Látal
Lönya;Lónya
Lönyay;Lónyay
Magyar6vár;Magyaróvár
Mailath;Mailáth
MalRrO;MaltRrO
Malt. RrO.;Malt.-RrO.
Malt.RrO.;Malt.-RrO.
Malteserr;MalteserRr
Marimilian;Maximilian
Marusevec;Maruševec
Marusévec;Marusěvec
Marys ;Mary's 
Mastny;Mastný
Matyásföld;Mátyásföld
Mecwa;Mečwa
Medlesic;Medlešic
Medlesić;Medlešič
Meeinhard;Meinhard
Mersz;Merész
Metropoltankirche;Metropolitankirche
Mezirici;Meziřiči
Mfonte Garlo;Monte Carlo
Michail Michailowitsch;Michaïl Michailowitsch
Mihalovics;Mihálovics
Miklös;Miklós
MilerdKreuz;MilVerdKreuz
Millenković;Millenkovič
Milojević;Milojevič
Mitgl ;Mitgl. 
Mlann;Mann
Mlannseld;Mannsfeld
Mlannsteld;Mannsfeld
Mlarie;Marie
Mlarkerätin;Markgräfin
Csics,;Csicso,
Mlaximilian;Maximilian
Mliss;Miss
Mlontag;Montag
Mlärz;März
Molnär;Molnár
Monacc;Monaco
Monteneggro;Montenegro
Mozsg ;Mozsgó 
Mrazović;Mrazovič
ürstentümmer;ürstentümer
(Leib-Inf;(Leib-)Inf
Msr.;Msgr.
Msre;Msgre
Dell Adami;Dell' Adami
Nadherny;Nádherný
Wisniowa;Wiśniowa
Nagy-Lang;Nagy-Láng
 Zauberflöte«; »Zauberflöte«
Nagyar Präta;Magyar-Fráta
Proßnitz und Ziele;Proßnitz und Zielć
wunderschon;wunderschön
OAppell GerRates;OAppellGerRates
Nagylönya;Nagylónya
Post Kr ;Post Krč 
Nemesjäcz;Nemesjácz
Fahnkr;FahnJkr
Feldart Brig;FeldartBrig
Nemyssl;Nemýssl
Nemyśl;Nemyšl
Miklósv.;Miklós v.
High-life,;High-life.
1. KD;1. KTD
Erzberzog;Erzherzog
2. KD;2. KTD
";“
Nibor;Nižbor
Beg Midié;Beg Midžić
Nikolic;Nikolić
ungar. Hauses;ungar. OHauses
Nostitr,Rieneck;Nostitz-Rieneck
Nova Gradiska;Nova Gradiška
Nunez;Nuñez
Nádherny;Nádherný
Nädherny;Nádherný
Nändor;Nándor
vesend;wesend
O. A. C.;Ö. A. C.
OSTERREICH;ÖSTERREICH
Obit.;Oblt.
Odön;Ödön
Oegović;Ožegović
Semsee;Semse
Oeselschaft;Gesellschaft
Offentlich;Öffentlich
Malt. Rr;Malt.-Rr
Immagina;Imagina
Offentlichkeit;Öffentlichkeit
Konsgerichtes;KonsOGerichtes
Cesky;Česky
Kriegshofuartier;Kriegshofquartier
Ogonczyk;Ogończyk
Ohein;Oheim
Okigyös;Ókigyós
 chatius; Uchatius
Olgemälde;Ölgemälde
 Unserer lieben Frau von Sion«; »Unserer lieben Frau von Sion«
Seerbegović;Sečerbegović
 mit Auszeichnung«; »mit Auszeichnung«
Armeekmdo¬;Armeekmdo
v. Kylander;v. Xylander
Ahnl;Ähnl
Nasice;Našice
Okermezö;Ökermezö
Orkeny;Örkeny
Auflaggen;Auflagen
Schaaffhausen;Schaffhausen
(Philippsthal;(-Philippsthal
Orsav;Orsay
Suleiman;Sulejman
Tantimen;Tantièmen
Ost. ;Öst. 
Ostergöttland;Östergöttland
Osterr;Österr
Osterreichischen;Österreichischen
Agyptolog;Ägyptolog
Palace Hotel;Palace Hôtel
Palast Zupa Houtianska;Palást Zupa Houtianska
Pallavieini;Pallavicini
Papst Pius XXI.;Papst Pius XI.
Paradiesreiherr;Paradiesreiher
PardubiCek;Pardubiček
Pardubicky;Pardubičky
Parsifall;Parsifal
Pedaranda;Peñaranda
Penizek;Penižek
Pensior;Pension
Perthsshiree;Perthsshire
Petrolleum;Petroleum
Pfarers;Pfarrers
Pireet;Piret
Pitoff;Pitoëff
Ploß;Plóß
Podstatkr;Podstatzky
Poincar ;Poincaré 
Polkomm.;PolOKomm.
Pongräcz;Pongrácz
Post Ormo,;Post Ormož,
Post Tri;Post Tržič
Posta Lovčice;Posta Lovice
Text s. 6.;
Potstyn;Potštyn
Textnebenstehend,;
1 Statth;† Statth
Inf Trp;InfTrp
bevollm,;bevollm.
Text S. 5.;
HR. 1o;HR. 10
UR. s;UR. 5
Ljubičié;Ljubičić
Boroevié;Boroević
Pourtales;Pourtalès
Pourtals;Pourtalès
„Quirinal ;„Quirinal“ 
 fel ; fiel 
Pranziska;Franziska
Agide;Ägide
Manver;Manöver
Preiherrn;Freiherrn
Vares ;Vareš 
entzürdung;entzündung
S. ro;S. 10
LFHD.;LwFHD.
Goluchowski;Gołuchowski
v. Dugosz;v. Długosz
Podgora ;Podgorač 
Kr. Jasio;Kr. Jasło
Aguilár;Aguilàr
Lewinne;Lewine
Dlugosz;Długosz
Langenois;Langenlois
Odön;Ödön
Chálonssur-Marne;Châlons-sur-Marne
Osterreich;Österreich
Frivolits;Frivolités
Pourtalés;Pourtalès
d’Uzes;d’Uzès
Tert S. 5.;
Seineet-Oise;Seine-et-Oise
Terts.7;
Kammerer;Kämmerer
Prilep;Přilep
Prinzessin Stirber;Prinzessin Stirbey
Uiseró-Taitu;Uiserò-Taïtu
5oo;500
.ooo;.000
1o13;1913
Terts.4;
Min. alatere;Min. a latere
½r;½1
Prineipi;Principi
Propet;Propst
Tert nebenstehend.;
Prose-Pošna;Proseč-Pošna
ProseC;Proseč
Przemysl;Przemyśl
1o14;1914
Préic;Prčic
Tert s. 4;
Préie;Prčie
Pröhten;größten
Punta d’Östro;Punta d’Ostro
Pálfft;Pálffy
Qustor;Quästor
Radziwill;Radziwiłł
Kieyzzaił ;Kieyzzaiło 
Kieyzzaił);Kieyzzaiło)
Zawisza-Kieyzzailo;Zawisza-Kieyzzaiło
Rzewska;Rzewuska
Radö;Radó
de turbe;de Yturbe
 ussuf; Yussuf
Markhamm;Markham
über Odön;Uber Ödön
über Ödön;Uber Ödön
Rakian;Rakičan
Regassessor;RegAssessor
Regates;RegRates
Restitutta;Restituta
Rečié;Rečić
Rhöne;Rhône
Rhönetal;Rhônetal
Tieffer thal;Tieffenthal
945 Uhr;9.45 Uhr
Heilbronr;Heilbronn
Romaszkann;Romaszkan
Cimelitz;Čimelitz
»Janusc ;»Janus« 
Roznöw;Rožnów
Ruckkehr;Rückkehr
Tert 5.4.;
Text unter „Text zum Titelbild ;
Susak;Sušak
Text unter, Text zum Titelbild«,;
Text unter „Text zum Titelbilde«.;
Tert unter,Text zum Titelbid, ;
Text obenstehend.;
Tauff kirchen;Tauffkirchen
FHR. 1o;FHR. 10
I. Kl.;1. Kl.
„Atelier Adele,;„Atelier Adele“,
730 Uhr;7.30 Uhr
»Pension Quisisanac;»Pension Quisisana«
»Hotel Casino ;»Hotel Casino« 
 Pension Quisisanac; »Pension Quisisana«
Gemeins, ;Gemeins. 
à I. s.;à l. s.
3otägige;30tägige
Toggen burg;Toggenburg
 ists ; ist's 
Rudnyansky;Rudnyanßky
Rudolt;Rudolf
Otatrafüred;Ótatrafüred
RuziCié;Ruzičić
»Engadiner Kulm-Hotel:;»Engadiner Kulm-Hotel«
Agypten;Ägypten
Omorovicza;Ómorovicza
 pro ecclesia et pontifice«; »pro ecclesia et pontifice«
Cerche;Cercle
Offentlichkeit;Öffentlichkeit
Adorjan;Adorján
Jovanovió;Jovanović
»Atelier Adele,;»Atelier Adele«,
Text 5. „Text zum Titelbild,;
Test unter »Text zum Titelbild;
Text 5. „Text zum Titelbild«,;
Text nebenstehend;
Räda;Ráda
Teodorcwicz;Teodorowicz
Räday;Ráday
Rözsa;Rózsa
Sahy;Šahy
»Gneisenau ;»Gneisenau« 
Sandor;Sándor
Saraci;Saraçi
Saragi;Saraçi
TextS.8;
Schilingstürst;Schillingsfürst
Hermanméstec;Heřmanměstec
Schlof;Schloß
Schloß Cech;Schloß Čech
Schloß Dević;Schloß Dřević
Tebomislyc;Třebomislyc
Winar;Winař
Schmäcken;schmücken
Schnes ;Sohnes 
Schönborn Buchheim;Schönborn-Buchheim
Sedlany;Sedlčany
Seergeant;Sergeant
Sefior;Señor
Seiour;Séjour
Sejor;Señor
Sekt Chef;SektChef
Sekt Chel;SektChef
Sekulić;Sekulič
Senor;Señor
Senora;Señora
Senttenberg;Senftenberg
Serora;Señora
Shelagh;Shelag'h
Sioppe;Soppe
Sklavinn;Sklavin
Smaland;Småland
Smena;Smečna
Societty;Society
Spitalern;Spitälern
Srent;Szent
Ssent;Szent
St. Montz;St. Moritz
Stankovic;Stankovič
Star Lubovna;Stará Lubovna
Starzenska;Starzeńska
Stattvefindenen;stattgefundenen
Stiavnicka;Štiavnička
Stransic;Stranšic
Stritež;Střitež
Styrces;Styrcea
Stétkowitz;Stětkowitz
Supancić;Supančić
Swirz;Šwirz
Szent-Märton;Szent-Márton
Szentandrás;Széntandrás
Szäszrégen;Szászrégen
Szöllösvégard ;Szöllösvégardó 
Söhnee;Söhne
Tagcrme;Tagcrême
Talhout Roy;Talhouët Roy
Tallian;Tallián
Tallos;Tallós
Tarsasag;Társaság
Tatransky;Tatranský
Tatói;Tatóï
Teodorc;Teodoro
The dansant;Thé dansant
Thétre;Théâtre
Todesfalle;Todesfälle
Tothvárady-Asboth;Tóthvárady-Asbóth
Traissen;Traisen
»Villa Goldeck ;»Villa Goldeck« 
Trakostyan;Trakoštyan
Tralung;Trauung
tädlich;tödlich
Trebomislyc;Třebomislyc
Grubi¬;Grubić
»Villa Erica ;»Villa Erica« 
Inf Brig;InfBrig
Trebomyslic;Třebomyslic
Trenin;Trenčin
Puho¬;Puho
OOst;OÖst
Trić;Tržič
Pai¬;Paić
Frits.;Fruits.
Komteß¬;Komteß
Tržié;Tržič
St. Josef zu Dotic;St. Josef zu Dožic
Tschurtschenthaller;Tschurtschenthaler
Tápiöszele;Tápiószele
Tárnök;Tárnók
Edler Ceconi¬;Edler Ceconi
ist Life-Guards;1st Life-Guards
 Stephanie-Stiftung«; »Stephanie-Stiftung«
Társasag;Társaság
Téte;Tête
GenKavInsp,;GenKavInsp.
Pice de;Pièce de
Champagne up;Champagne cup
 rotis; rôtis
Kálmár;Kálmán
Regents Park;Regent's Park
Causevié;Čausević
 ussuf; Yussuf
Mexik¬;Mexiko
Téte-Ball;Tête-Ball
Téte-ä-tSte;Tête-á-tête
Stifts. ;StiftsD. 
Téteball;Têteball
Třebil;Třebič
Montignysur-Aube;Montigny-sur-Aube
Cote d’Or;Côte d’Or
Ish-Kul;Ish-Këul
Koir;Košiř
Brezka;Březka
UZžhorod;Užhorod
 Imperial-Hotel«; »Imperial-Hotel«
Uber;Über
Uberraschung;Überraschung
Uberreichung;Überreichung
Ubrigens;Übrigens
Uchtritz;Üchtritz
Uchtritz-Amade;Üchtritz-Amadé
Uchtritz-Amadé;Üchtritz-Amadé
Ujsag;Ujság
Univ Prof.;UnivProf.
Univ Professor;UnivProfessor
Universiastr;Universitätsstr
Unter-Berkowic;Unter-Beřkowic
Unterbefkowic;Unterbeřkowic
Unterberkowic;Unterbeřkowic
Urményi;Ürményi
Uszögh;Üszögh
Uxküll;Üxküll
Užiki;Užički
VERMÄHLUNO;VERMÄHLUNG
High-lfe;High-life
High-liffe;High-life
Valsässina;Valsássina
SCHONHEITSGALERE;SCHÖNHEITSGALERIE
SCHONHEITSGALERIE;SCHÖNHEITSGALERIE
KONNZERTE;KONZERTE
Kleruss;Klerus
 poélé ; poêlé 
à la Molle;à la Moëlle
Péche ;Pêche 
Vasonykeö;Vásonykeö
Vavrecka;Vavrečka
Vebelhör;Uebelhör
WELTUND;WELT UND
Vehrad;Vyšehrad
Velinek;Jelinek
Vendöme;Vendôme
Vendömes;Vendômes
Vermahlung;Vermählung
Veszprimm;Veszprim
Viana;Viaña
Vicuna;Vicuña
Vietris;Vietóris
Vietöris;Vietóris
Vinaza;Viñaza
Voinovitch;Voïnovitch
Vomacka;Vomačka
Vrac;Vršac
Vränceni;Vrânceni
Vysehrad;Vyšehrad
Váralia;Váralja
Väsáros;Vásáros
Väsárosnamény;Vásárosnamény
WAkö;Nákó
Wako;Nákó
Wapv;Nagy
Weesens;Wesens
WeiBer Hirsch;Weißer Hirsch
Weidenteld;Weißenfeld
Welsersheiml;Welsersheimb
Westminsterhotel;Westminsterhôtel
Wiera;Nizza
Wihelm;Wilhelm
Wisniewski;Wiśniewski
Worbert;Norbert
Wrada;Wražda
Zagosciniec;Zagościniec
Zauberflte;Zauberflöte
Zelanka-Zeleński;Želanka-Želeński
Revést es Biro;Revést és Biro
Zichr;Zichy
Zivnostenská;Živnostenská
Boroević;Boroëvić
Zlunic und Hlusic;Žlunic und Hlušic
Zoltan;Zoltán
Zoltän;Zoltán
Zupa;Župa
Zähony;Záhony
Zäsmuk;Zásmuk
a. S. R.;Č. S. R.
 bruljević; Ibruljević
alsländischen;ausländischen
begaber;begaben
begreifflicherweise;begreiflicherweise
bekanntich;bekanntlich
beleisteten;geleisteten
beschlieBen;beschließen
bestrt;besitzt
bewanndert;bewandert
carbonne;carbone
childdren;childrens
chirrurgischen;chirurgischen
d. Kes;d. Res
darann;daran
de Sard;de Sáard
diskrett;diskret
domee;dome
domitilieren;domizilieren
d’Elegance;d’Élégance
erang.;evang.
faisan rtti;faisan rôti
fantömes;fantômes
gefsiert;gefeiert
gelevenen;gelegenen
geweser;gewesen
hervortatt;hervortat
ihrei ;ihrer 
jingeren;jüngeren
k. u. E.;k. u. k.
karambolieren;karámbolieren
langahrigen;langjährigen
ler Haderas;Mezö-Madaras
ler Samsond;Mezö-Sámsond
liüngsten;jüngsten
llädchen;Mädchen
lumineusse;lumineuse
mnrde;wurde
mährend;während
r6;16 
roo1;1901
roo2;1902
roo3;1903
roo4;1904
roo5;1905
roo6;1906
roo7;1907
roo8;1908
roo9;1909
rooz;1903
tchue;tchèque
à I. s.;à l. s.
»Villa Mignone;»Villa Mignon«
O.-O.;O.-Ö. 
u. S. R.;Č. S. R.
Boroević;Boroëvić
Gawril;Gawriil
Mawrikiewna;Mawrikiëwna
unterstätzt;unterstützt
Jurkovié;Jurković
Ost. Schlesien;Öst.-Schlesien
v. Zborite;v. Zborište
v. Fay;v. Fáy
Aroplan;Aëroplan
Ldes. hptm.;Ldes.-hptm.
v. Rakovsky;v. Rakovßky
v. S. R.;Č. S. R.
v. Strite ;v. Střitež 
Schloß Welek;Schloß Wežek
»Metropole ;»Metropole« 
Karday-Reic;Kardaš-Rečić
FB. ;FJB. 
Lemai¬;Lemaić
verchrte;verehrte
verwitwett;verwitwet
vollrog;vollzog
von Dino;von Džino
voribergehendem;vorübergehendem
vorn.;vorm.
vunderschöne;wunderschöne
welland;weiland
zurdck;zurück
zuruck;zurück
Äußerdem;Außerdem
Äußernstein;Außernstein
Östen;Osten
Östern;Ostern
Ehrenworte »Edler ;Ehrenworte »Edler« 
Bat Führer;BatFührer
Nompre;Nompére
Östrau;Ostrau
Palazzo Ca Correggio;Palazzo Cà Correggio
Dessedet;Dessedèt
»Hotel Meißl & Schadn ;»Hotel Meißl & Schadn« 
Piff¬;Piffl
»Königin Alexandra ;»Königin Alexandra« 
Ujezd;Üjezd
Cyrek;Cvrček
Min. Präs.;Min.-Präs.
»Hotel Hopfenstock ;»Hotel Hopfenstock« 
Ullöi;Üllöi
Tettlen;Tetétlen
sängerinn;sängerin
»Hotel Straubinger¬;»Hotel Straubinger«
 Quisisana«; »Quisisana«
Östsee;Ostsee
y Callejon;y Callejón
Zapresić;Zaprešič
Visnové;Višnové
Chotébof;Chotěboř
Raffaele;Raffaële
Ratiboritz;Ratibořitz
 Priler; Přilep
Stritež;Střitež
Ssimirsk;Ssimbirsk
Scheepfe;Schnepfe
Abdul-Halim;Abdul Halim
Damad Rauf;Damad Raùf
»Goldenen Stern ;»Goldenen Stern« 
Sans-Gène;Sans-Gêne
Agyptisch;Ägyptisch
Nabf;Nabř
Kossor,;Kossorž,
Czizek;Czjzek
Vien;Wien
Strzemie-Golkowski;Strzemię-Gołkowski
Hanus ;Hanuš 
 Sennye; 'Sennye
Strite ;Střitež 
Zupa;Župa
 Sennyev; 'Sennyey
Me Grath;Mc Grath
de La Grandiee;de La Grandieře
Lndes räs;LndesPräs
Chotélic;Chotělic
Tržić;Tržič
Trebić;Třebič
Kotz von Doby;Kotz von Dobř
v. Tonić;v. Tončič
Dusan ;Dušan 
Eger-Grić;Eger-Grič
Gastan ;Gaëtan 
Maitia;Maïtia
Orduna ;Orduña 
Speengergasse;Spengergasse
v. Goilaw;v. Goïlaw
Belise, Jugoslawien;Belišće, Jugoslawien
Zleb;Žleb
Chateau;Château
Bubna-Litić;Bubna-Litič
Dir Stellvertr;DirStellvertr
Bezdékau;Bezděkau
Gatan;Gaëtan
Bela;Béla
Provencal;Provençal
Bofek-;Bořek-
Dohalsky;Dohalský
Chotébof;Chotěboř
Wocher ;Wochen 
Nemyl;Nemyšl
Uxküll;Üxküll
heimb-Uch;heimb-Üch
Schloß Tel ;Schloß Telč 
Veselicko;Veseličko
Sátoraljaujhely;Sátoraljaújhely
Vavrecka;Vavrečka
Uchtritz;Üchtritz
KovaFik;Kovařik
Peut-tre;Peut-être
suprme;suprême
Timpuissante;l'impuissante
Lieffrayant;L'effrayant
 Fra ; Frá 
Zdár ;Ždár 
de Zamos ;de Zamośé 
Schloß Lubovia;Schloß Lubovňa
Europpe;Europe
Bilé Poliany;Bilé Poličany
Poló ;Polo 
Bolek-Do;Bořek-Do
Némeček;Němeček
Téte Soirée;Tête Soirée
Sobéslav;Soběslav
Grodków-Lo ;Grodków-Łoś 
H. G. Kosel;H. C. Kosel
Koutouzov;Koutoùzov
Nyiträ;Nyitra
Jarmerice;Jarmeřice
v. Subri;v. Subři
Samtvétement;Samtvêtement
Dudas ;Dudás 
v. Eber ;v. Éber 
Oeremonienmeister;OZeremonienmeister
Zalu ;Załuź 
Dobržensky;Dobrženský
Ruzicka;Ružićka
Goluhoska;Goluhovska
Héloise;Héloïse
Geëmen;Gečmen
Lwöw;Lwów
Übelli;Ubelli
Atelier Angelo, Budapest Paris.;Atelier Angelo, Budapest — Paris.
Jellaió;Jellačić
Zoričić;Zoričič
Maroii";Maročić
Maroii“;Maročić
Vavrecka;Vavrečka
Faa di;Fàa di
FranQaise;Française
Hotel de la Paix;Hôtel de la Paix
Hotel des Bergues;Hôtel des Bergues
Hotel de Russie;Hôtel de Russie
BegrüBung;Begrüßung
Spoleensky;Společenský
Mukaevo;Mukačevo
Diner de Gala;Dîner de Gala
Atelier Manass,;Atelier Manassé,
Pistoras;Pištoras
Schloß Horin;Schloß Hořin
Östern;Ostern
Nustar;Nuštar
Maroii;Maroičić
 psilanti; Ypsilanti
Hruby-Geleny;Hruby-Gelený
Munoz;Muñoz
Krimic;Křimic
Maroiié;Maroičić
Schloß Zadlovic;Schloß Žadlovic
Schloß Telé;Schloß Telč
Schloß Nieswic;Schloß Niešwicž
Hržié;Hržić
Plesivec;Plešivec
Hruby-Geleni;Hrubý-Geleni
Stritež;Střitež
StriteZ;Střitež
Piskaek;Piskaček
Pogaónik;Pogačnik
Postovni Urad;Poštovni Uřad
Vétements;Vêtements
Forét;Forêt
Maftres;Maîtres
Gomtesse;Comtesse
Bfeclav;Břeclav
Bfeclay;Břeclav
Sobéslav;Soběslav
Mezirii;Meziříčí
Mezirići;Meziříčí
Unterberkovic;Unterbeřkovic
Dańek;Daňek
Deym von Strite ;Deym von Střitež 
Ružićić;Ružičić
Ružiić;Ružičić
Ružiëió;Ružičić
Natasa;Nataša
Vrchlicky Park;Vrchlický Park
Zemsky Urad;Zemský Uřad
Podébrad;Poděbrad
Suvi-Dieballa;Süvi-Dieballa
Chlumecky-Lowenthal;Chlumecký-Lowenthal
Cote d’Azur;Côte d’Azur
Fete ;Fête 
d. Außern;d. Äußern
Reuß A. L.;Reuß Ä. L.
Sándor-üt;Sándor-út
Libora;Liborča
Liboréa;Liborča
Nasice;Našice
Daicky v. Heslova;Dačicky v. Heslova
Percević;Percevič
Frantisek;František
Dobfzensky;Dobřzensky
Tosi ;Toši 
Rajié;Rajić
Mnisek;Mnišek
Strančic;Stránčic
Mittrowsky;Mittrowský
Reisky;Reiský
Théätre;Théâtre
Select-Palace-Hotel;Select-Palace-Hôtel
Némeckybrod;Německybrod
Hotel Exzelsior;Hôtel Exzelsior
iensttag;ienstag
Chotélitz;Chotělitz
Conte Treves;Conte Trèves
Sant Agapito;Sant' Agapito
Niculent;Niculènt
de Périgny;de Plérigny
Lažansky;Lažanský
Cardenas;Cardeñas
de Benomár;de Benomàr
»Pension Vecsey ;»Pension Vecsey« 
Gacs-Holić;Gács-Holič
Vydfiu Daic;Vydři u Dačic
a. d. Bewa;a. d. Bečwa
Lubno-Lubnieńska;Łubno-Łubnieńska
Zupa Bratislawa;Župa Bratislawa
Valencay;Valençay
Jaromérice;Jaroměřice
Bechyné;Bechyně
Rennvacht;Rennyacht
Horovic;Hořovic
de la Förest;de la Fôrest
Chateau;Château
Chotébor;Chotěboř
Velké-Hostérádky;Velké-Hostěrádky
Radziwill;Radziwiłł
Czeslaw;Czesław
Text unter Text zum Titelbild.;
a. d. Oder¬;a. d. Oder
Gradaac;Gradačac
Tirjäger;TirJäger
Beg Pasi ;Beg Pašić 
Prileszky;Prileśzky
maritimm;maritim
Nikodemos Milas;Nikodemos Milaš
Tirkaisjäg;TirKaisJäg
Schloß Zelić;Schloß Zelič
Schloß Stirim;Schloß Stiřim
Schloß Lesna;Schloß Lešna
»Villa Victor ;»Villa Victor« 
Horowitz;Hořowitz
v. Hruby;v. Hrubý
Prag-Buben,;Prag-Bubenč,
Geëmen-Waldek;Gečmen-Waldek
Volesovice;Volešovice
Národni Tr.;Národní Tř.
Oswiecim;Oświecim
Schloß Nisi ;Schloß Nišič 
Schloß Zeló;Schloß Zelč
Kotz v. Dobl;Kotz v. Dobř
Cote ;Côte 
Bofek-Dohalsky;Bořek-Dohalský
Borek-Dohalsky;Bořek-Dohalský
Vadászkurt;Vadászkürt
Olgemälde;Ölgemälde
Uchtritz;Üchtritz
Schloß Cech;Schloß Čech
Krnicki;Krýnicki
Przeždziecki;Przeździecki
Hruby-Rohozec;Hrubý-Rohozec
Trenin;Trenčin
Tonéié;Tončić
Zidlická;Židlická
Mastny;Mastný
de Magelhäes;de Magelhães
Krulis-;Kruliš-
Safarik-PStrosz;Šafařik-Pštrosz
Safarik-Pstrosz;Šafařik-Pštrosz
Skola;Škola
Dr. Hodáć;Dr. Hodáč
Matousek;Matoušek
Chmelar;Chmelař
Hanus ;Hanuš 
Pospisil;Pospíšil
Vavrecka;Vavrečka
Orechovka;Ořechovka
Pázmand;Pázmánd
Geêmen;Gečmen
Braganga;Bragança
Östern;Ostern
Almasy;Almásy
Vigo Rossö;Vigo Rossò
Goić;Goič
Topolóany;Topolčany
Prasice;Prašice
-üt;-út
Matié v. Dravodol;Matić v. Dravodol
Schelhammer 8;Schelhammer &
Nabf,;Nabř,
Goié;Goić
Schloß Horovice;Schloß Hořovice
Gruji ;Grujić 
groBem;großem
Potstejn;Potštejn
Kotz v. Dobr;Kotz v. Dobř
Sulkowski;Sułkowski
Horovic;Hořovic
Littenice;Littenčice
HoStice;Hoštice
Pohofelic;Pohořelic
Brezno;Březno
Kalman;Kálmán
Vickers 8 Armstrong;Vickers & Armstrong
Schloß Krimic;Schloß Křimic
Maina Lobkowicz;Maïna Lobkowicz
Hanus Kolowrat;Hanuš Kolowrat
Schloß Medlesic;Schloß Medlešic
Hruby-Rohozec;Hrubý-Rohozec
Schloß Breznic;Schloß Březnic
Pfibram;Přibram
Geêmen;Gečmen
Hanie Krskany;Hanie Krškany
Francoise;Françoise
Thérése;Thérèse
Hosteradice;Hošteradice
Murawiew;Murawiëw
Favon ;Façon 
Rhabonban;Rhabonbán
Zandirham;Zandirhám
Villa Bres;Villa Brès
Jahrh,;Jahrh.
Port Said;Port Saïd
Térésa;Térèsa
Highlife;High-life
Puzyna;Pužyna
Cervena Lhota;Červena Lhota
Condes ;Condés 
Abránfalva;Ábránfalva
Seineet-Oise;Seine-et-Oise
de Maille;de Maillé
di Cau;di Caù
Sinnfonie;Sinfonie
Compte;Compôte
Jeftanovié;Jeftanović
Felseichen-Kosmać;Felseichen-Kosmač
Christöphorus;Christóphorus
Bystrice;Bystřice
Sauce Madere;Sauce Madére
Flütes;Flûtes
Chlumecky;Chlumecký
Valiy;Vally
Zeid Hussein;Zeïd Husseïn
Ismail;Ismaïl
Schloß Breznic;Schloß Březnic
SantElia;Sant'Elia
Msre;Msgre
Schloß Jicinoves;Schloß Jičinoves
Schloß Jićinoves;Schloß Jičinoves
Schloß Budisov;Schloß Budišov
Vetement;Vêtement
Kieyžgajlo;Kieyżgajlo
O-Kigyós;Ó-Kigyós
des Maréts;des Marêts
Seńora;Señora
Dona ;Doña 
Segura y Sanz;Segura y Saënz
Tonóić;Tončić
Knéž;Kněž
 ut ; út 
Chlumecky;Chlumecký
Kuëera;Kučera
O-Kigyós;Ó-Kigyós
Benes ;Beneš 
Adele;Adèle
pfikopé;přikopě
Miliéević;Milićević
Dzieslewska;Dzieślewska
Csárdas;Csárdás
Péle-Mle;Pêle-Mêle
-üt ;-út 
Antió;Antić
Erzbischof von Prag Dr. Kaspar;Erzbischof von Prag Dr. Kašpar
Dr. Samal;Dr. Šamal
Trebon;Třeboň
Bohême;Bohème
Hodossy;Hódossy
Potstejn;Potštejn
Euphrösina;Euphrosina
Holecková;Holečková
Träisté ;Tržiště 
Stépánská;Stěpánská
Przezdziecki;Przeżdziecki
Cernikowic;Černikowic
Schloß Zelić;Schloß Zelič
Post Prasie;Post Prasiče
